,id,name,equation,CH4 + AQDS rep 1
302,rxn01643_c0,L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating) [c0],NADP [c0] + Phosphate [c0] + L-Aspartate4-semialdehyde [c0] <-- NADPH [c0] + H+ [c0] + 4-Phospho-L-aspartate [c0],-0.0009097171265575785
303,rxn01644_c0,L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing) [c0],Pyruvate [c0] + L-Aspartate4-semialdehyde [c0] --> 2 H2O [c0] + H+ [c0] + Dihydrodipicolinate [c0],0.0
304,rxn01652_c0,S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming) [c0],H2O [c0] + 5-10-Methenyltetrahydrofolate [c0] <=> H+ [c0] + 5-Formyltetrahydrofolate [c0],0.0
305,rxn01669_c0,Nicotinamide-D-ribonucleotide amidohydrolase [c0],H2O [c0] + Nicotinamide ribonucleotide [c0] <=> NH3 [c0] + Nicotinate ribonucleotide [c0],-2.1936901021035737e-05
306,rxn01670_c0,Nicotinamide ribonucleotide phosphohydrolase [c0],H2O [c0] + Nicotinamide ribonucleotide [c0] --> Phosphate [c0] + N-Ribosylnicotinamide [c0],0.0
307,rxn01673_c0,ATP:dCDP phosphotransferase [c0],ATP [c0] + dCDP [c0] <=> ADP [c0] + dCTP [c0],-1.7152370195729083e-05
308,rxn01675_c0,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase [c0],Glucose-1-phosphate [c0] + TTP [c0] --> PPi [c0] + dTDPglucose [c0],0.0
309,rxn01678_c0,ATP:dUDP phosphotransferase [c0],ATP [c0] + dUDP [c0] <=> ADP [c0] + dUTP [c0],0.0
310,rxn01682_c0,"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase [c0]",Indoleglycerol phosphate [c0] <=> Glyceraldehyde3-phosphate [c0] + indol [c0],0.0
311,rxn01739_c0,ATP:shikimate 3-phosphotransferase [c0],ATP [c0] + Shikimate [c0] --> ADP [c0] + H+ [c0] + 3-phosphoshikimate [c0],0.00036822596044658833
312,rxn01740_c0,Shikimate:NADP+ 3-oxidoreductase [c0],NADP [c0] + Shikimate [c0] <=> NADPH [c0] + H+ [c0] + 3-Dehydroshikimate [c0],-0.00036822596044658833
313,rxn01757_c0,L-cysteate:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate [c0] + L-Cysteate [c0] <=> L-Glutamate [c0] + 3-Sulfopyruvate [c0],5.484225235052875e-06
314,rxn01790_c0,(R)-Pantoate:NADP+ 2-oxidoreductase [c0],NADP [c0] + Pantoate [c0] <=> NADPH [c0] + H+ [c0] + 2-Dehydropantoate [c0],-2.1936900940315585e-05
315,rxn01816_c0,R02508 [c0],Succinate [c0] + H+ [c0] + Cystathionine [c0] <=> L-Cysteine [c0] + O-Succinyl-L-homoserine [c0],0.0002744330562579492
316,rxn01851_c0,4-aminobutanal:NAD+ 1-oxidoreductase [c0],H2O [c0] + NAD [c0] + 4-Aminobutanal [c0] --> NADH [c0] + 2 H+ [c0] + GABA [c0],0.0
317,rxn01917_c0,ATP:N-acetyl-L-glutamate 5-phosphotransferase [c0],ATP [c0] + N-Acetyl-L-glutamate [c0] <=> ADP [c0] + n-acetylglutamyl-phosphate [c0],0.0004894751510873518
318,rxn01923_c0,"2-Methylpropanoyl-CoA:oxygen 2,3-oxidoreductase [c0]",O2 [c0] + 2 Isobutyryl-CoA [c0] --> 2 H2O [c0] + 2 Methacrylyl-CoA [c0],0.0
319,rxn01961_c0,Xanthosine 5'-phosphate phosphohydrolase [c0],H2O [c0] + XMP [c0] --> Phosphate [c0] + Xanthosine [c0],0.0
320,rxn01964_c0,L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming] [c0],L-Serine [c0] + Indoleglycerol phosphate [c0] --> H2O [c0] + L-Tryptophan [c0] + Glyceraldehyde3-phosphate [c0],5.2621821846239544e-05
321,rxn01972_c0,"N6-Acetyl-LL-2,6-diaminoheptanedioate amidohydrolase [c0]","H2O [c0] + N-acetyl-LL-2,6-diaminopimelate [c0] <=> Acetate [c0] + LL-2,6-Diaminopimelate [c0]",0.0003176789294068704
322,rxn01974_c0,"LL-2,6-Diaminoheptanedioate 2-epimerase [c0]","LL-2,6-Diaminopimelate [c0] <=> meso-2,6-Diaminopimelate [c0]",0.0003176789294068704
323,rxn02008_c0,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming) [c0],ATP [c0] + D-Glutamate [c0] + UDP-N-acetylmuramoyl-L-alanine [c0] --> ADP [c0] + Phosphate [c0] + H+ [c0] + UDP-N-acetylmuramoyl-L-alanyl-D-glutamate [c0],0.0
324,rxn02085_c0,"4,5-Dihydro-4-oxo-5-imidazolepropanoate hydro-lyase [c0]",H+ [c0] + 4-Imidazolone-5-propanoate [c0] <=> H2O [c0] + Urocanate [c0],0.0
325,rxn02159_c0,L-Histidinol:NAD+ oxidoreductase [c0],NAD [c0] + L-Histidinol [c0] <=> NADH [c0] + H+ [c0] + L-Histidinal [c0],8.773218789700776e-05
326,rxn02160_c0,L-Histidinol-phosphate phosphohydrolase [c0],H2O [c0] + L-histidinol-phosphate [c0] --> Phosphate [c0] + L-Histidinol [c0],8.773218789700776e-05
327,rxn02175_c0,ATP:pantetheine-4'-phosphate adenylyltransferase [c0],ATP [c0] + Phosphopantetheine [c0] --> PPi [c0] + Dephospho-CoA [c0],2.1936900940315585e-05
328,rxn02186_c0,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing) [c0]","NADPH [c0] + H+ [c0] + ALCTT [c0] <=> NADP [c0] + 2,3-Dihydroxy-isovalerate [c0]",0.0
329,rxn02200_c0,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase [c0]",ABEE [c0] + 6-hydroxymethyl dihydropterin [c0] <=> H2O [c0] + Dihydropteroate [c0],5.484225235078888e-06
330,rxn02212_c0,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing) [c0],DAHP [c0] --> Phosphate [c0] + 5-Dehydroquinate [c0],0.00036822596044658833
331,rxn02213_c0,3-Dehydroquinate hydro-lyase [c0],5-Dehydroquinate [c0] --> H2O [c0] + 3-Dehydroshikimate [c0],0.00036822596044658833
332,rxn02264_c0,Hydroxymethylbilane hydro-lyase(cyclizing) [c0],Hydroxymethylbilane [c0] <=> H2O [c0] + UroporphyrinogenIII [c0],0.0
333,rxn02268_c0,"(S)-2-methylbutanoyl-CoA:oxygen 2,3-oxidoreductase [c0]",O2 [c0] + 2 2-Methylbutyryl-CoA [c0] --> 2 H2O [c0] + 2 Tiglyl-CoA [c0],0.0
334,rxn02302_c0,O-Acetyl-L-homoserine succinate-lyase (adding cysteine) [c0],L-Cysteine [c0] + O-Acetyl-L-homoserine [c0] <=> Acetate [c0] + H+ [c0] + Cystathionine [c0],0.0002744330562579492
335,rxn02320_c0,5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate [c0] + L-histidinol-phosphate [c0] <=> L-Glutamate [c0] + imidazole acetol-phosphate [c0],-8.773218789700776e-05
336,rxn02322_c0,ATP:(R)-5-phosphomevalonate phosphotransferase [c0],ATP [c0] + H+ [c0] + 5-phosphomevalonate [c0] --> ADP [c0] + 5-diphosphomevalonate [c0],0.0005091271238801198
337,rxn02341_c0,N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase [c0],H+ [c0] + (R)-4'-Phosphopantothenoyl-L-cysteine [c0] --> CO2 [c0] + Phosphopantetheine [c0],2.1936900940315585e-05
338,rxn02374_c0,R03314 [c0],L-Glutamate5-semialdehyde [c0] --> H2O [c0] + H+ [c0] + 1-Pyrroline-5-carboxylate [c0],0.0
339,rxn02400_c0,Nicotinate D-ribonucleotide phosphohydrolase [c0],H2O [c0] + Nicotinate ribonucleotide [c0] --> Phosphate [c0] + Nicotinate D-ribonucleoside [c0],0.0
340,rxn02402_c0,Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating) [c0],CO2 [c0] + PPi [c0] + Nicotinate ribonucleotide [c0] <-- H+ [c0] + PRPP [c0] + Quinolinate [c0],-2.1936901021035737e-05
341,rxn02431_c0,Ftr [c0],H+ [c0] + Formylmethanofuran [c0] + H4MPT [c0] <-- Methanofuran [c0] + 5-Formyl-H4MPT [c0],-0.9873984878242482
342,rxn02465_c0,N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating) [c0],NADP [c0] + Phosphate [c0] + 2-Acetamido-5-oxopentanoate [c0] <-- NADPH [c0] + H+ [c0] + n-acetylglutamyl-phosphate [c0],-0.0004894751510873518
343,rxn02466_c0,"2-Hydroxybutane-1,2,4-tricarboxylate hydro-lyase [c0]",Homocitrate [c0] <=> H2O [c0] + cis-Homoaconitate [c0],5.484225235052875e-06
344,rxn02473_c0,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase [c0],D-erythro-imidazol-glycerol-phosphate [c0] --> H2O [c0] + imidazole acetol-phosphate [c0],8.773218789700776e-05
345,rxn02474_c0,5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase [c0],NADP [c0] + 5-Amino-6--5-phosphoribitylaminouracil [c0] <=> NADPH [c0] + H+ [c0] + 5-Amino-6--5-phosphoribosylaminouracil [c0],-5.484225235078905e-06
346,rxn02475_c0,"2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase [c0]","H2O [c0] + H+ [c0] + 2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone [c0] --> NH3 [c0] + 5-Amino-6--5-phosphoribosylaminouracil [c0]",5.484225235078905e-06
347,rxn02476_c0,Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase [c0],Phosphoenolpyruvate [c0] + 3-phosphoshikimate [c0] <=> Phosphate [c0] + 5-O--1-Carboxyvinyl-3-phosphoshikimate [c0],0.00036822596044658833
348,rxn02480_c0,Mch [c0],"H2O [c0] + 5,10-Methenyltetrahydromethanopterin [c0] <=> H+ [c0] + 5-Formyl-H4MPT [c0]",0.9873984878242482
349,rxn02504_c0,"2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase [c0]",Dihydroneopterin [c0] --> Glycolaldehyde [c0] + 6-hydroxymethyl dihydropterin [c0],5.484225235078888e-06
350,rxn02507_c0,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing) [c0],H+ [c0] + 1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate [c0] --> H2O [c0] + CO2 [c0] + Indoleglycerol phosphate [c0],5.2621821846239544e-05
351,rxn02508_c0,N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase [c0],N-5-phosphoribosyl-anthranilate [c0] <=> 1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate [c0],5.2621821846239544e-05
352,rxn02517_c0,ATP:dIDP phosphotransferase [c0],ATP [c0] + dIDP [c0] <=> ADP [c0] + dITP [c0],0.0
353,rxn02666_c0,R03758 [c0],CO2 [c0] + Aminoacetone [c0] <-- H+ [c0] + L-2-Amino-acetoacetate [c0],0.0
354,rxn02789_c0,2-Isopropylmalate hydro-lyase [c0],2-Isopropylmalate [c0] <=> H2O [c0] + 2-Isopropylmaleate [c0],0.00041708542119067715
355,rxn02811_c0,3-Isopropylmalate hydro-lyase [c0],3-Isopropylmalate [c0] <=> H2O [c0] + 2-Isopropylmaleate [c0],-0.00041708542119067715
356,rxn02834_c0,Phosphoribosyl-ATP pyrophosphohydrolase [c0],H2O [c0] + Phosphoribosyl-ATP [c0] --> PPi [c0] + 2 H+ [c0] + Phosphoribosyl-AMP [c0],8.773218789700776e-05
357,rxn02835_c0,"1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase [c0]",H2O [c0] + Phosphoribosyl-AMP [c0] <=> phosphoribosylformiminoaicar-phosphate [c0],8.773218789700776e-05
358,rxn02853_c0,Imidazole acetaldehyde:NAD+ oxidoreductase [c0],H2O [c0] + NAD [c0] + Imidazole acetaldehyde [c0] --> NADH [c0] + 2 H+ [c0] + 4-Imidazoleacetate [c0],0.0
359,rxn02895_c0,5-Phospho-D-ribosylamine:glycine ligase (ADP-forming) [c0],ATP [c0] + Glycine [c0] + 5-Phosphoribosylamine [c0] --> ADP [c0] + Phosphate [c0] + H+ [c0] + GAR [c0],0.0003521119518434116
360,rxn02897_c0,Nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase [c0],Nicotinate ribonucleotide [c0] + Dimethylbenzimidazole [c0] <=> H+ [c0] + Niacin [c0] + alpha-Ribazole 5'-phosphate [c0],5.484225235078905e-06
361,rxn02914_c0,3-Phosphoserine:2-oxoglutarate aminotransferase [c0],2-Oxoglutarate [c0] + phosphoserine [c0] <-- L-Glutamate [c0] + 3-Phosphonooxypyruvate [c0],-0.0013858140879099083
362,rxn02916_c0,R04175 [c0],2-Oxo-6-aminocaproate [c0] --> H2O [c0] + H+ [c0] + delta1-Piperideine-2-carboxylate [c0],0.0
363,rxn02929_c0,"2,3,4,5-Tetrahydrodipicolinate:NADP+ oxidoreductase [c0]",NADP [c0] + tetrahydrodipicolinate [c0] <=> NADPH [c0] + H+ [c0] + Dihydrodipicolinate [c0],0.0
364,rxn02937_c0,2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming) [c0],ATP [c0] + 5'-Phosphoribosylformylglycinamidine [c0] --> ADP [c0] + Phosphate [c0] + H+ [c0] + AIR [c0],0.0003521119518434116
365,rxn02988_c0,glycerone phosphate:iminosuccinate alkyltransferase (cyclizing) [c0],2 H2O [c0] + Phosphate [c0] + Quinolinate [c0] <-- Glycerone-phosphate [c0] + Iminoaspartate [c0],-2.1936901021035737e-05
366,rxn02989_c0,R04293 [c0],H2O [c0] + Quinolinate [c0] <-- 2-Amino-3-carboxymuconate semialdehyde [c0],0.0
367,rxn03004_c0,10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase [c0],10-Formyltetrahydrofolate [c0] + GAR [c0] <=> H+ [c0] + Tetrahydrofolate [c0] + N-Formyl-GAR [c0],-0.0004398441397404194
368,rxn03005_c0,R04326 [c0],2 H+ [c0] + Tetrahydrofolate [c0] + N-Formyl-GAR [c0] <=> H2O [c0] + 5-10-Methenyltetrahydrofolate [c0] + GAR [c0],-0.0007919560915838309
369,rxn03012_c0,R04336 [c0],L-2-Amino-6-oxopimelate [c0] --> H2O [c0] + H+ [c0] + tetrahydrodipicolinate [c0],0.0
370,rxn03020_c0,Mtr [c0],2 Na+ [e0] + CoM [c0] + 5-Methyl-H4MPT [c0] <=> H4MPT [c0] + 2 Na+ [c0] + Methyl CoM [c0],-1.0
371,rxn03030_c0,"Acetyl-CoA:L-2,3,4,5-tetrahydrodipicolinate N2-acetyltransferase [c0]",H2O [c0] + Acetyl-CoA [c0] + tetrahydrodipicolinate [c0] --> CoA [c0] + L-2-Acetamido-6-oxopimelate [c0],0.0003176789294068704
372,rxn03034_c0,Homoisocitrate hydro-lyase [c0],Homoisocitrate [c0] <=> H2O [c0] + cis-Homoaconitate [c0],-5.484225235052875e-06
373,rxn03039_c0,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide:pyrophosphate phosphoribosyltransferase [c0],PPi [c0] + H+ [c0] + AICAR [c0] <=> PRPP [c0] + 5-Amino-4-imidazolecarboxyamide [c0],0.0
374,rxn03052_c0,5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase [c0],Homocysteine [c0] + 5-Methyltetrahydropteroyltri-L-glutamate [c0] <=> L-Methionine [c0] + Tetrahydropteroyltri-L-glutamate [c0],0.0
375,rxn03057_c0,5-Methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase [c0],methylthioribose-1-phosphate [c0] <=> methylthioribulose-1-phosphate [c0],0.0
376,rxn03062_c0,3-Isopropylmalate:NAD+ oxidoreductase [c0],NAD [c0] + 3-Isopropylmalate [c0] <=> NADH [c0] + H+ [c0] + 2-isopropyl-3-oxosuccinate [c0],0.0004170854211675258
377,rxn03068_c0,"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing) [c0]","NADP [c0] + 2,3-Dihydroxy-isovalerate [c0] <=> NADPH [c0] + H+ [c0] + 2-Oxo-3-hydroxyisovalerate [c0]",0.0
378,rxn03079_c0,Mtd [c0],"H+ [c0] + F420 [c0] + 5,10-Methylenetetrahydromethanopterin [c0] <=> F420H2 [c0] + 5,10-Methenyltetrahydromethanopterin [c0]",0.9873984878242482
379,rxn03080_c0,5-amino-6-(D-ribitylamino)uracil butanedionetransferase [c0],4--1-D-Ribitylamino-5-aminouracil [c0] + 3-4-dihydroxy-2-butanone4-phosphate [c0] --> 2 H2O [c0] + Phosphate [c0] + H+ [c0] + 6-7-Dimethyl-8--1-D-ribityllumazine [c0],0.0
380,rxn03084_c0,5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming) [c0],H2O [c0] + ATP [c0] + L-Glutamine [c0] + N-Formyl-GAR [c0] --> ADP [c0] + Phosphate [c0] + L-Glutamate [c0] + H+ [c0] + 5'-Phosphoribosylformylglycinamidine [c0],0.0003521119518434116
381,rxn03085_c0,Mer [c0],"F420H2 [c0] + 5,10-Methylenetetrahydromethanopterin [c0] <=> F420 [c0] + 5-Methyl-H4MPT [c0]",-0.9864595451166177
382,rxn03086_c0,R04467 [c0],"2-Oxoglutarate [c0] + N-acetyl-LL-2,6-diaminopimelate [c0] <-- L-Glutamate [c0] + L-2-Acetamido-6-oxopimelate [c0]",-0.0003176789294068704
383,rxn03126_c0,HdrDE [c0],H+ [e0] + CoM-S-S-CoB [c0] + MPH2 [c0] <=> CoM [c0] + HTP [c0] + MP [c0],0.37470479940168655
384,rxn03127_c0,Mcr [c0],Methyl CoM [c0] + HTP [c0] <=> H+ [c0] + Methane [c0] + CoM-S-S-CoB [c0],-1.0
385,rxn03135_c0,R04558 [c0],L-Glutamate [c0] + 2 H+ [c0] + D-erythro-imidazol-glycerol-phosphate [c0] + AICAR [c0] <-- L-Glutamine [c0] + phosphoribulosylformimino-AICAR-phosphate [c0],-8.773218789700776e-05
386,rxn03136_c0,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase [c0],SAICAR [c0] <=> H+ [c0] + Fumarate [c0] + AICAR [c0],0.0003521119518434116
387,rxn03137_c0,10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase [c0],10-Formyltetrahydrofolate [c0] + AICAR [c0] <=> Tetrahydrofolate [c0] + FAICAR [c0],0.0004398441397404194
388,rxn03147_c0,1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming) [c0],ATP [c0] + L-Aspartate [c0] + 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole [c0] --> ADP [c0] + Phosphate [c0] + H+ [c0] + SAICAR [c0],0.0003521119518434116
389,rxn03150_c0,R04594 [c0],H2O [c0] + alpha-Ribazole 5'-phosphate [c0] --> Phosphate [c0] + alpha-Ribazole [c0],5.484225235078905e-06
390,rxn03167_c0,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum) [c0]","3 H2O [c0] + 7,8-Dihydroneopterin 3'-triphosphate [c0] --> 3 Phosphate [c0] + 3 H+ [c0] + Dihydroneopterin [c0]",5.484225235078888e-06
391,rxn03174_c0,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase [c0]","H2O [c0] + 7,8-Dihydroneopterin 3'-triphosphate [c0] <-- 2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine [c0]",0.0
392,rxn03175_c0,N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase [c0],H+ [c0] + phosphoribosylformiminoaicar-phosphate [c0] <=> phosphoribulosylformimino-AICAR-phosphate [c0],8.773218789700776e-05
393,rxn03264_c0,ATP:L-selenomethione S-adenosyltransferase [c0],H2O [c0] + ATP [c0] + Selenomethionine [c0] --> Phosphate [c0] + PPi [c0] + H+ [c0] + Se-Adenosylselenomethionine [c0],0.0
394,rxn03394_c0,R04987 [c0],NADPH [c0] + O2 [c0] + H+ [c0] + 2-Octaprenylphenol [c0] --> H2O [c0] + NADP [c0] + 2-Octaprenyl-6-hydroxyphenol [c0],0.0
395,rxn03406_c0,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)- [c0],ATP [c0] + NH3 [c0] + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine [c0] --> ADP [c0] + Phosphate [c0] + H+ [c0] + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine [c0],0.0
396,rxn03407_c0,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine:ammonia ligase (ADP-forming) [c0],ATP [c0] + NH3 [c0] + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine [c0] --> ADP [c0] + Phosphate [c0] + H+ [c0] + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine [c0],0.0
397,rxn03409_c0,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)- [c0],"ATP [c0] + NH3 [c0] + Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala [c0] --> ADP [c0] + Phosphate [c0] + H+ [c0] + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine [c0]",0.0
398,rxn03421_c0,"2,5-Diaminopyrimidine nucleoside triphosphate mutase [c0]","2,5-Diaminopyrimidine nucleoside triphosphate [c0] <=> 2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine [c0]",0.0
399,rxn03435_c0,"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing) [c0]","NADP [c0] + 2,3-Dihydroxy-3-methylvalerate [c0] <=> NADPH [c0] + H+ [c0] + (R)-3-Hydroxy-3-methyl-2-oxopentanoate [c0]",-0.0002689488310228703
400,rxn03436_c0,(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing) [c0],2-Aceto-2-hydroxybutanoate [c0] <=> (R)-3-Hydroxy-3-methyl-2-oxopentanoate [c0],0.0002689488310228703
401,rxn03437_c0,"(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase [c0]","2,3-Dihydroxy-3-methylvalerate [c0] --> H2O [c0] + 3MOP [c0]",0.0002689488310228703
402,rxn03446_c0,O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water) [c0],H2O [c0] + 4-(Phosphonooxy)-threonine [c0] --> Phosphate [c0] + 4-Hydroxy-L-threonine [c0],0.0
403,rxn03537_c0,R05222 [c0],GTP [c0] + Adenosyl cobinamide phosphate [c0] --> PPi [c0] + H+ [c0] + Adenosylcobinamide-GDP [c0],5.484225235078905e-06
404,rxn03538_c0,R05223 [c0],alpha-Ribazole [c0] + Adenosylcobinamide-GDP [c0] <=> H+ [c0] + GMP [c0] + Calomide [c0],5.484225235078905e-06
405,rxn03540_c0,R05225 [c0],4 H2O [c0] + 4 ATP [c0] + 4 L-Glutamine [c0] + Adenosyl cobyrinate diamide [c0] --> 4 ADP [c0] + 4 Phosphate [c0] + 4 L-Glutamate [c0] + 4 H+ [c0] + Adenosylcobyric acid [c0],0.0
406,rxn03541_c0,adenosylcobinamide amidohydrolase [c0],1-Aminopropan-2-ol [c0] + Adenosylcobyric acid [c0] <=> H2O [c0] + Adenosyl cobinamide [c0],0.0
407,rxn03542_c0,"hydrogenobyrinic-acid-a,c-diamide:cobalt cobalt-ligase (ADP-forming) [c0]",H2O [c0] + ATP [c0] + Co2+ [c0] + Hydrogenobyrinate diamide [c0] <=> ADP [c0] + Phosphate [c0] + 5 H+ [c0] + Cob(II)yrinate diamide [c0],0.0
408,rxn03638_c0,Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase [c0],Acetyl-CoA [c0] + D-Glucosamine1-phosphate [c0] --> CoA [c0] + H+ [c0] + N-Acetyl-D-glucosamine1-phosphate [c0],4.326810752083873e-06
409,rxn03643_c0,D-arabino-hex-3-ulose-6-phosphate formaldehyde-lyase (D-ribulose-5-phosphate-forming) [c0],Formaldehyde [c0] + D-Ribulose5-phosphate [c0] <=> D-arabino-6-Phospho-hex-3-ulose [c0],-0.0009389427076304988
410,rxn03644_c0,D-arabino-hex-3-ulose-6-phosphate isomerase [c0],D-arabino-6-Phospho-hex-3-ulose [c0] <=> D-fructose-6-phosphate [c0],-0.0009389427076304988
411,rxn03841_c0,4-amino-4-deoxychorismate pyruvate-lyase [c0],ADC [c0] --> Pyruvate [c0] + H+ [c0] + ABEE [c0],5.484225235078888e-06
412,rxn03843_c0,Farnesyl diphosphate:Isopentenyl diphosphate farnesyl cistransferase [c0],"Isopentenyldiphosphate [c0] + Farnesyldiphosphate [c0] --> PPi [c0] + H+ [c0] + trans,trans,cis-Geranylgeranyl diphosphate [c0]",0.0
413,rxn04026_c0,sulfopyruvate carboxy-lyase [c0],H+ [c0] + 3-Sulfopyruvate [c0] --> CO2 [c0] + Sulfoacetaldehyde [c0],5.484225235052875e-06
414,rxn04045_c0,sirohydrochlorin cobalt-lyase [c0],Co2+ [c0] + Sirohydrochlorin [c0] <=> 2 H+ [c0] + Cobalt-precorrin 2 [c0],0.0
415,rxn04046_c0,Cobalt-precorrin-2 C(20)-methyltransferase [c0],S-Adenosyl-L-methionine [c0] + 2 H+ [c0] + Cobalt-precorrin 2 [c0] <=> S-Adenosyl-homocysteine [c0] + Cobalt-precorrin 3 [c0],0.0
416,rxn04047_c0,R05809 [c0],S-Adenosyl-L-methionine [c0] + Cobalt-precorrin 3 [c0] <=> S-Adenosyl-homocysteine [c0] + Cobalt-precorrin 4 [c0],0.0
417,rxn04048_c0,cobalt-precorrin-4 methyltransferase [c0],S-Adenosyl-L-methionine [c0] + Cobalt-precorrin 4 [c0] <=> S-Adenosyl-homocysteine [c0] + H+ [c0] + Cobalt-precorrin 5 [c0],0.0
418,rxn04052_c0,R05814 [c0],2 H+ [c0] + Cobalt-precorrin 8 [c0] <=> Cobyrinate [c0],0.0
419,rxn04132_c0,R06063 [c0],H2O [c0] + 5-Hydroxyisourate [c0] --> CO2 [c0] + H+ [c0] + (R)-Allantoin [c0],0.0
420,rxn04133_c0,R06064 [c0],H2O [c0] + 5-Hydroxyisourate [c0] --> CO2 [c0] + H+ [c0] + Allantoin [c0],0.0
